id,age,salary,years_experience,credit_score,monthly_expense,savings,loan_amount,transactions,rating
581,67,48365,15,605,39522,470304,948852,263,6
582,52,73876,17,610,28923,41584,112548,24,9
583,40,38704,19,687,31689,444512,863519,297,9
584,34,72857,17,848,10052,279626,428244,239,5
585,43,20622,0,805,23402,119337,823462,54,1
586,25,98797,2,687,7704,460245,31792,270,1
587,46,108955,14,592,31985,489591,400604,172,7
588,43,115003,19,478,31310,134229,973201,209,4
589,27,106141,9,728,36045,234955,498454,45,9
590,43,109707,4,823,13715,248937,40224,250,3
591,51,102700,14,611,23810,108919,833391,7,6
592,68,94332,13,379,2183,341807,25544,259,9
593,58,117390,14,313,29961,435681,370667,88,4
594,24,111856,9,353,37156,319208,958642,189,5
595,21,81201,8,746,22706,210105,678058,30,5
596,67,47694,11,364,23316,195293,104421,5,5
597,62,104766,6,671,38595,337232,985091,200,2
598,28,37995,4,802,4497,418707,872783,7,2
599,46,107320,9,395,15562,213612,450754,167,1
600,53,95141,7,832,38247,345596,702407,171,1
601,42,97999,19,559,30841,317962,896463,28,4
602,38,23419,15,547,10757,82255,363388,108,3
603,53,62952,11,426,36703,175043,862977,147,4
604,27,48837,8,798,24659,429341,134700,284,6
605,54,85799,9,345,11018,359873,957906,99,1
606,26,63877,15,567,31277,122467,697551,76,8
607,41,60687,9,841,18733,178903,233074,92,8
608,52,114667,8,393,20153,265113,296871,230,7
609,66,52276,2,615,36572,366419,296438,198,4
610,52,49523,18,370,6170,306451,501889,147,8
611,65,81055,10,748,29666,275772,24223,64,9
612,53,69615,5,666,18785,122859,683008,50,5
613,35,111642,5,709,26714,83554,882672,10,6
614,66,25514,14,390,34711,134673,203537,225,8
615,56,62456,14,808,2220,379024,719334,82,5
616,49,22233,12,827,6240,390539,527807,182,4
617,41,16102,4,409,14292,16639,607903,10,8
618,40,81133,13,388,30604,157384,546568,235,3
619,49,61715,1,571,18771,322924,352054,233,6
620,54,100193,11,546,13223,321696,973122,235,9
621,29,119085,19,660,34714,325930,177911,34,6
622,66,21256,13,677,32429,191474,307223,43,9
623,30,79800,18,505,2559,99911,131448,133,8
624,40,109937,19,644,3839,105725,131850,113,9
625,42,56548,14,754,3771,202866,627867,54,9
626,52,87090,19,366,26940,36833,167183,142,8
627,58,93200,16,342,26992,62093,211036,49,9
628,47,57367,13,528,9676,336546,153448,267,7
629,34,104922,17,743,20452,172093,396811,159,7
630,66,85382,4,533,18900,31595,472813,138,4
631,37,41205,11,498,2660,316622,473208,21,1
632,65,40570,9,796,26905,399786,412099,254,7
633,42,45255,7,331,2377,314333,768601,223,8
634,39,36182,5,563,13474,19569,865155,203,9
635,30,54373,14,412,2159,419788,73025,107,1
636,36,58019,11,758,31329,139577,910366,74,9
637,66,77619,5,575,17929,264323,707511,20,7
638,53,31043,11,445,38942,349766,949681,277,7
639,29,60532,14,656,4199,229368,359106,57,3
640,58,116290,11,305,29140,188159,203352,57,1
641,36,80936,8,639,14980,207720,205409,69,7
642,29,34239,18,793,27800,290951,190592,198,8
643,26,25416,1,407,8276,277560,993732,152,6
644,24,18412,12,370,20372,151200,58150,208,7
645,45,96976,12,639,25161,396476,84403,188,9
646,31,39406,7,399,10168,302032,46686,151,8
647,48,16875,12,626,35633,70034,317091,47,5
648,69,52066,3,332,26966,381245,948730,208,4
649,36,117072,5,442,6915,137550,849858,243,4
650,64,20752,5,543,18197,137870,777957,180,4
651,33,101753,11,516,31011,336777,379531,141,2
652,22,93025,11,733,19938,181429,564540,237,7
653,52,16353,16,353,6047,82231,933327,8,8
654,29,41986,6,450,18515,399596,25927,102,7
655,42,101907,14,354,5679,215801,261002,160,8
656,69,119901,16,816,24737,419691,721004,145,9
657,38,29691,9,747,21460,304851,680461,5,8
658,53,84847,19,334,31048,295130,591322,94,5
659,40,63075,5,418,14927,230083,382929,217,4
660,33,25794,8,496,36289,145236,238517,172,5
661,56,83470,14,813,11933,394050,96647,138,1
662,62,31406,15,721,35971,421421,178848,156,5
663,59,90930,7,816,32481,47804,575107,261,6
664,56,41872,15,438,21775,30008,52336,159,9
665,31,56708,4,343,16836,436937,253213,272,9
666,48,35800,17,518,22105,46836,975453,123,3
667,22,58397,19,557,25544,79102,452184,279,8
668,52,52909,13,812,17953,249056,889653,21,8
669,40,36352,1,676,11395,300840,835205,279,9
670,46,116975,2,588,6270,60075,204036,208,1
671,60,108848,13,769,10389,284677,88781,118,5
672,28,30438,6,402,13717,316294,708914,123,5
673,35,103921,14,448,38962,400150,553869,201,7
674,64,59999,16,383,35512,61303,885793,91,8
675,29,33482,0,325,23930,477074,88232,81,7
676,26,47471,8,474,5262,481386,410968,216,6
677,27,62279,13,721,13213,439795,24486,277,4
678,61,69213,15,645,26129,366003,490641,1,9
679,34,28026,12,601,32453,499058,997907,144,2
680,55,100184,5,597,2498,319991,120426,250,6
681,24,20435,0,434,18524,302468,763527,171,6
682,63,23493,3,354,20098,314460,315929,134,4
683,30,87227,2,355,13012,481404,867573,76,3
684,57,74321,16,673,38273,482388,97620,112,3
685,59,17763,1,638,5602,228563,708250,250,2
686,26,35389,18,756,25059,498641,287647,267,3
687,67,46498,19,654,24888,53025,724521,96,4
688,44,78755,7,431,30398,297362,113329,241,4
689,19,116545,14,792,12795,202713,152656,276,7
690,22,50825,5,409,23187,104940,445104,277,4
691,46,31934,19,425,20114,100507,959168,292,9
692,54,20574,1,595,13620,302964,784574,38,8
693,55,53179,14,478,7976,92984,319770,267,1
694,36,16587,19,496,31232,53176,667381,274,1
695,25,57782,11,400,15284,23528,216675,81,6
696,65,119224,2,482,38486,314351,377802,98,4
697,62,69412,9,308,36392,3191,258024,45,6
698,18,75561,13,712,36574,158326,737768,154,9
699,39,92224,13,403,28030,48378,404514,134,5
700,69,19409,2,425,10545,352896,679205,43,8
701,34,86319,0,845,37701,306641,60197,94,2
702,24,114016,19,569,35708,371305,632873,180,8
703,42,41751,0,765,9787,317024,991401,256,8
704,62,53174,1,417,5945,104994,569264,242,2
705,21,71572,18,391,25442,218816,72686,224,7
706,53,76416,9,784,30718,193542,828984,17,8
707,23,27041,3,386,10421,348075,963427,117,7
708,48,38227,3,533,13674,237995,434741,46,6
709,36,50201,12,423,32596,287963,828809,169,3
710,61,51069,8,502,23241,173171,826555,141,3
711,56,97190,6,331,9738,36216,617767,214,8
712,44,41370,15,656,5772,362172,352640,225,4
713,27,110018,17,762,14365,354820,702327,178,8
714,43,26586,2,393,12798,65469,797269,48,6
715,36,65231,19,821,17775,308363,805951,99,3
716,56,20322,19,707,3984,279631,872528,283,2
717,20,80294,9,399,35820,37815,809739,262,1
718,62,94468,15,543,2350,459814,475115,58,4
719,30,44299,2,357,2912,429046,19640,253,8
720,67,105715,10,656,39213,226053,96716,191,4
721,45,85793,9,790,12715,217557,679256,1,8
722,37,61501,15,619,35059,93338,63001,235,8
723,45,72134,7,318,27788,256498,56615,284,1
724,25,24777,8,656,17778,302496,114541,285,6
725,58,26249,14,416,17223,187892,507366,156,8
726,56,36390,2,435,35235,54974,273776,91,8
727,18,35369,3,595,5277,213455,612650,210,1
728,20,27881,12,824,16641,474398,807648,230,8
729,30,24587,11,400,13391,406480,783175,253,9
730,45,108800,8,679,24976,399049,403340,243,6
731,66,89327,13,454,22709,21030,552025,41,7
732,42,102911,18,404,35832,240358,161207,123,6
733,50,103147,6,825,39656,211899,199184,197,5
734,55,22833,15,427,13655,214121,782423,150,1
735,23,62013,19,700,15111,495535,559127,240,2
736,61,78620,4,828,28269,213433,647499,278,2
737,62,30754,9,849,20778,261023,786142,43,9
738,49,93113,17,423,26662,385501,150585,34,6
739,62,111631,10,659,29168,260334,502223,114,3
740,64,101784,6,363,2003,268434,961513,2,3
741,38,50282,13,401,11322,247686,921788,238,2
742,33,51737,19,576,27977,494500,36303,247,7
743,38,112427,17,526,15223,235901,825565,59,1
744,28,39124,10,322,16166,125605,212891,36,1
745,54,85102,11,363,20134,133891,801730,232,3
746,53,17196,17,456,34769,229376,262496,8,1
747,52,76527,1,689,11336,333787,3122,161,3
748,36,111651,0,448,28214,275880,267351,289,9
749,37,100395,9,662,33667,158855,686301,18,7
750,35,26345,0,763,22631,274624,178663,64,9
751,64,49077,5,698,26116,300695,673775,61,7
752,58,81400,6,704,34421,167735,123739,83,9
753,66,27055,16,431,24419,281284,232302,10,3
754,31,118693,8,496,4043,388561,913574,106,7
755,32,100283,6,334,3702,347391,300737,233,6
756,48,59484,16,719,14762,109624,200652,222,2
757,18,92514,2,676,36155,151652,700516,278,6
758,20,105135,15,698,15382,421009,646857,39,3
759,33,50771,4,519,28239,168493,908711,286,2
760,40,72654,19,816,28656,311861,954892,133,5
761,28,61540,17,641,31852,404835,66706,243,5
762,29,98151,0,715,34130,14147,654597,282,2
763,27,119885,3,755,12188,40022,343185,120,3
764,49,44377,10,596,30268,464011,782823,63,8
765,33,110567,19,630,29806,99718,136712,174,5
766,25,64573,8,638,27826,291814,59472,31,8
767,55,57733,7,597,33995,196199,780867,231,4
768,29,26760,7,611,6462,357506,955189,169,4
769,41,114250,4,354,32472,203945,611453,140,6
770,45,40762,11,833,36804,9146,601649,273,5
771,25,65986,0,404,24789,276931,26181,146,5
772,45,49332,14,474,25173,179860,302218,194,9
773,53,55100,17,593,32735,191251,571318,244,6
774,43,19944,5,674,10982,294688,11125,295,3
775,25,63825,9,749,31898,44028,5801,74,4
776,67,28877,13,744,8863,184094,580185,136,9
777,45,44990,7,359,20332,26598,834698,91,6
778,45,114612,2,691,15989,498772,614471,26,8
779,54,70283,18,689,39946,492918,2292,76,7
780,58,18258,11,511,23488,389001,119362,35,1
781,53,46629,11,834,22527,323407,14977,207,1
782,44,52579,14,539,14947,21354,566481,277,7
783,34,37958,6,787,28011,289252,639169,165,2
784,26,54465,3,421,21232,351634,881177,124,9
785,50,100853,8,552,34473,247810,176459,222,9
786,37,30775,15,440,32985,167792,880126,273,2
787,30,91575,12,751,18545,279871,291108,97,9
788,45,109633,3,452,14104,469368,320217,82,9
789,65,49207,8,607,15347,230979,614435,25,6
790,46,37553,17,616,4634,407822,570895,61,5
791,30,68632,14,828,7101,469534,726093,94,2
792,63,15055,14,595,24150,162987,819009,293,6
793,52,103697,5,644,27970,434020,810004,246,9
794,23,47873,10,581,19893,497348,79494,141,3
795,35,116505,7,507,20703,154388,41204,253,3
796,68,95720,16,395,29826,447619,200074,296,4
797,22,81205,16,751,24489,138655,208567,170,4
798,64,93199,17,672,38767,461900,507563,238,1
799,42,40318,3,372,18376,203652,981045,170,2
800,19,48734,14,632,21733,50899,955484,299,6
801,27,97227,1,692,13406,189915,843704,196,5
802,47,33522,1,405,30167,135428,923449,156,4
803,67,26656,9,400,32659,202796,884004,99,9
804,62,30893,2,658,38979,121586,808311,297,2
805,22,31493,7,628,9951,329065,6319,133,8
806,50,18632,19,694,21157,278955,569533,139,4
807,18,110872,6,334,36006,70769,968437,264,9
808,35,103648,11,456,29524,292063,682790,149,4
809,49,76779,18,572,2740,7246,767963,261,2
810,64,53452,14,695,30459,129619,550079,34,6
811,66,28266,13,506,14324,68271,442983,9,9
812,28,76607,15,605,33099,282085,348227,294,7
813,38,31940,13,835,11727,342366,866627,43,1
814,43,39003,2,761,2368,169662,545946,96,9
815,42,113408,17,551,28533,362626,483781,12,6
816,39,49815,5,566,39677,277566,588001,140,9
817,44,45869,16,508,32408,100183,765160,287,2
818,66,64297,13,838,39987,84425,886267,267,7
819,30,75107,13,802,17038,383160,79975,283,8
820,50,97793,19,813,12223,104601,283089,21,8
821,51,31682,12,447,28254,463409,769851,269,5
822,58,34622,2,382,28722,120797,727467,250,7
823,52,45408,12,341,21208,77033,886511,45,7
824,18,23837,1,455,22554,148728,507805,175,3
825,38,79210,8,752,22165,393030,859104,281,2
826,65,30407,12,583,29940,233271,534969,77,5
827,23,44309,7,487,21512,495615,441043,233,4
828,45,86918,15,773,11464,192288,828541,198,8
829,34,108190,2,806,3979,84526,740986,255,5
830,22,33895,12,432,30273,63034,398371,156,9
831,48,114087,3,570,8612,429431,285933,4,7
832,22,101912,17,372,28763,302408,505073,84,1
833,55,15370,1,735,8022,356107,61572,197,2
834,20,15486,19,592,11768,264468,29563,214,8
835,40,38762,14,736,30055,207857,152802,280,8
836,54,41613,16,359,9832,21286,210322,145,2
837,54,18196,9,626,19639,483346,160139,57,7
838,27,109937,0,481,2299,151578,485465,154,8
839,27,115565,5,733,21426,388790,47358,100,4
840,36,91349,2,818,32654,27730,703419,200,3
841,34,79839,18,382,19664,477865,802898,8,9
842,38,56916,6,327,15028,235730,976371,10,2
843,31,23572,12,565,27437,316881,449162,124,3
844,26,43225,12,582,6589,380554,699700,270,8
845,63,60853,16,696,10133,193986,961043,27,2
846,18,64390,0,682,17459,448044,955208,5,5
847,68,47275,13,618,21168,266038,836691,133,8
848,62,87379,2,492,9398,160011,198682,140,7
849,30,16105,13,526,25092,191256,719862,264,4
850,21,74896,0,750,14377,123336,548409,227,9
851,18,58209,15,481,11303,312040,856442,60,2
852,66,112175,9,626,27632,48563,42884,80,7
853,57,57487,12,502,37068,166801,245065,55,7
854,49,33051,3,701,26353,384400,948616,94,7
855,51,109244,8,771,17265,472368,127192,41,7
856,45,115995,13,478,38759,426144,229196,10,5
857,48,92400,3,317,18897,235238,205180,226,1
858,25,115300,9,762,38999,128481,262780,116,4
859,56,81961,7,845,10312,347739,787231,107,5
860,43,75156,2,702,21231,281467,388807,7,4
861,51,72175,6,692,35885,95685,446380,21,7
862,20,21849,9,599,37006,50165,158203,252,2
863,67,116551,2,650,16031,48993,704794,101,2
864,29,33976,1,486,4433,112318,746651,215,2
865,18,114794,14,646,27378,393284,641022,44,3
866,61,71866,8,708,25393,116433,449041,223,5
867,22,62078,14,370,9166,58314,33384,210,9
868,47,46113,16,626,39141,244891,773278,214,3
869,47,30401,6,511,3471,240578,985128,293,6
870,34,27884,19,608,11018,159261,413473,239,6
871,65,99360,17,407,31616,277784,712184,65,6
872,64,52563,14,476,32771,202178,446982,254,5
873,40,49414,17,726,19812,238085,287748,6,2
874,32,31142,11,830,17029,167786,459796,294,1
875,54,86492,7,717,6306,112115,213637,221,5
876,38,94464,1,547,15177,299094,45297,203,8
877,31,90257,1,508,5781,381318,226210,70,5
878,19,91693,4,515,28601,171404,227433,65,3
879,28,50135,0,737,20701,87426,132738,252,3
880,68,87232,3,610,8688,152534,166304,183,2
881,56,42862,5,682,19390,297819,37,112,7
882,55,20190,12,570,36405,430975,786006,252,2
883,51,85199,18,420,27420,248407,741711,291,6
884,55,19331,10,706,39879,448144,506328,280,8
885,67,67186,12,544,25833,298575,698480,294,8
886,51,59648,7,365,14685,271271,770298,3,2
887,35,43549,6,527,34492,458226,421208,179,6
888,47,96782,12,436,21671,494402,913257,189,3
889,32,40761,0,493,37629,279856,973894,168,9
890,44,18262,5,788,10684,496887,803079,54,3
891,68,66259,6,653,29574,195573,717698,66,1
892,51,87572,15,456,7725,144534,127556,115,9
893,69,68472,14,775,13849,273541,547199,271,8
894,55,102858,19,315,32793,22101,956158,214,2
895,50,99667,1,377,33171,387711,157062,110,3
896,41,19677,15,351,36253,46196,234481,183,7
897,32,88508,16,813,34651,203208,755285,260,6
898,47,95865,14,803,8581,183390,542425,24,8
899,59,117568,2,360,7221,460133,680497,94,5
900,68,116437,3,431,27545,209392,588248,256,5
901,34,65617,11,681,18127,81560,314878,214,2
902,22,101029,4,842,7032,141697,771205,40,6
903,46,33595,16,709,38777,447512,169348,283,5
904,21,102459,5,454,17095,365329,992997,37,9
905,27,75148,9,350,23707,304020,610364,257,3
906,34,61926,17,394,23827,94553,642811,204,5
907,27,90271,9,822,32620,487732,5861,211,3
908,34,49457,5,823,8307,78972,699861,123,9
909,37,57531,5,654,37896,109700,259422,295,9
910,41,88263,19,344,39069,7747,650297,286,7
911,22,88300,14,504,8027,281727,97173,276,1
912,51,78171,3,730,19330,217524,961720,244,9
913,23,60771,15,555,5440,423263,98294,250,9
914,19,108135,7,547,3545,36497,818378,143,5
915,30,81354,6,832,33480,75323,576543,249,2
916,60,52289,18,340,34797,402254,627344,67,1
917,60,48892,16,758,32944,4910,473017,122,2
918,65,86196,12,576,30336,102800,618664,235,4
919,28,110057,14,494,38447,438295,148501,282,4
920,68,53409,1,370,16764,303414,925519,220,1
921,64,49470,9,569,23531,168640,576297,126,8
922,40,33385,12,634,2125,140234,558158,262,8
923,33,38296,17,607,39676,249396,826503,238,8
924,48,76716,10,726,30432,77798,776493,32,5
925,28,104152,12,498,8642,164370,846511,203,2
926,33,41382,18,375,34115,429807,907122,273,4
927,25,91675,4,824,26525,362940,549250,174,1
928,21,112596,2,529,26866,31270,83532,238,1
929,57,37419,18,384,13183,217308,50717,110,3
930,21,108321,12,461,33090,54054,232731,71,4
931,42,96238,4,696,12769,240877,199115,144,3
932,20,109753,11,670,12931,104241,149656,206,3
933,49,54291,13,514,20077,24801,315300,241,8
934,20,27397,5,300,27895,344536,994004,91,4
935,44,72888,8,676,4821,210971,579250,158,3
936,46,50169,16,711,33736,480720,992038,207,9
937,49,77182,7,499,16754,340732,670182,57,1
938,67,107476,12,482,18218,290933,260690,56,8
939,68,57249,4,709,3395,14683,347847,167,5
940,36,43341,16,697,5961,40162,834533,127,8
941,38,90603,2,515,37382,402388,229186,18,3
942,22,61144,5,648,25254,40225,175061,75,6
943,35,76772,13,340,19928,299208,623232,278,7
944,45,94360,14,302,39993,88704,806902,259,8
945,59,28444,13,393,14093,434207,109491,24,7
946,39,60647,10,358,16702,16698,878782,67,7
947,38,113843,10,706,28356,340464,297011,123,2
948,23,25974,8,317,9986,163544,666194,287,3
949,18,53383,5,793,28726,425942,387412,53,6
950,22,109826,14,807,14660,256475,188091,121,3
951,58,96552,11,631,9034,156620,80396,186,9
952,29,112648,5,468,15580,94667,433882,287,9
953,43,109049,0,505,19480,78987,454672,244,6
954,63,17956,15,820,3204,39328,602101,76,1
955,51,23077,19,804,26331,18358,998739,84,1
956,66,51490,14,645,5583,269420,349853,292,4
957,31,118391,1,603,18256,269368,396965,147,8
958,43,70612,16,414,9539,187717,529034,5,3
959,62,115474,2,386,36806,51822,845210,101,4
960,44,51159,2,394,24310,106422,471333,100,6
961,26,54710,4,727,10223,205792,121883,173,9
962,43,98536,16,749,12160,22555,443801,108,4
963,64,28806,16,840,21358,450005,891238,270,3
964,39,93345,19,301,33339,64689,996000,28,9
965,64,95391,5,377,13522,38573,785403,245,7
966,47,109924,0,623,38336,450129,42399,265,9
967,60,21458,6,397,29501,324382,889013,38,6
968,65,50524,14,409,30014,27107,551832,93,4
969,34,21853,6,756,10298,283344,365335,153,5
970,43,55477,18,787,2201,278452,728999,48,2
971,53,47222,19,670,9956,71669,602778,130,3
972,18,33320,10,636,9385,473448,668373,6,5
973,25,109154,13,321,8007,473800,220499,61,3
974,66,67243,12,604,36562,328378,987488,258,3
975,52,60615,19,571,3408,147632,847940,269,9
976,69,32352,8,789,2916,404620,532956,245,4
977,32,87833,8,745,9778,144920,651588,8,4
978,64,108476,15,577,8346,98412,486893,265,1
979,39,18203,11,676,37934,75309,910630,151,7
980,31,54267,9,531,18448,344923,21712,200,9
981,43,52941,5,725,38418,203870,5194,268,8
982,45,97809,17,354,16715,467570,816981,217,2
983,40,40368,1,740,36783,410330,571678,210,6
984,31,92186,19,333,27897,81564,529638,171,5
985,41,45984,8,628,38792,348621,398912,101,8
986,19,56941,18,753,24698,254110,621838,60,1
987,62,87918,5,687,10843,455089,828680,29,9
988,43,67683,1,729,33551,232758,622860,153,9
989,31,15801,14,775,36155,350745,904055,66,7
990,68,62965,16,424,29442,391836,766252,239,8
991,24,100269,15,822,28696,192100,812029,5,9
992,20,24969,7,781,23563,83150,622681,124,5
993,64,50969,9,616,24982,105758,558981,95,2
994,40,97269,9,421,24863,19267,422247,5,1
995,63,47449,17,846,6763,455658,79147,85,5
996,60,106679,9,612,29771,207711,912385,240,8
997,64,40705,8,786,34198,334711,882076,49,4
998,62,75303,18,311,22493,190100,887983,26,4
999,35,43363,0,424,7535,463928,803964,98,4
1000,55,45720,3,376,34519,404363,260875,270,8
1001,52,24972,2,535,14020,103787,291542,274,7
1002,68,48351,9,553,31745,448290,999281,236,1
1003,32,51145,11,705,32906,297280,599618,209,6
1004,42,102948,17,542,37896,199874,464049,25,4
1005,54,104614,19,760,23250,280179,485130,133,2
